"id";"text_answer";"boolean_answer";"created_at";"updated_at";"pergunta_id";"resposta_levantamento_id"
1178;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 19:21:00.785 -0400;20;14
1194;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:19:22.918 -0400;34;14
1192;;;2024-10-15 01:13:08.348 -0400;2024-10-30 20:55:57.651 -0400;32;14
1182;;false;2024-10-15 01:13:08.348 -0400;2024-10-30 19:59:04.258 -0400;86;14
1183;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 20:02:49.277 -0400;24;14
976;"Rede Aquarela: Programa municipal de enfrentamento à violência sexual conta criança e adolescente, executado pela Fundação da Criança e da Família Cidadã - FUNCI e regulamentada pela Lei 11.071/2020, é responsáve por coordenar e executar ações de prevenção, mobilização, e atendimento multidisciplinar às vitimas e suas famílias. Está dividido em 4 eixos de atuação: i) Atendimento Psicossocial; ii) Disseminação; iii) Primeiro atendimento; iv) Atendimento Especializado.";false;2024-10-04 07:28:54.521 -0400;2024-10-17 12:53:23.792 -0400;93;11
977;Projeto Entrega Legal: ação ao qual o município de Fortaleza exerce a política de adoção de crianças em estado de abandono.;false;2024-10-04 07:28:54.521 -0400;2024-10-17 12:56:04.419 -0400;94;11
979;;false;2024-10-04 07:28:54.521 -0400;2024-10-04 07:28:54.521 -0400;96;11
1069;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:29:52.973 -0400;1;13
1070;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:42:59.511 -0400;2;13
1071;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:43:08.670 -0400;3;13
1072;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:46:56.883 -0400;4;13
1086;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:53:25.811 -0400;22;13
1113;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:13:46.477 -0400;42;13
1106;;;2024-10-14 13:56:21.150 -0400;2024-10-17 14:05:15.526 -0400;35;13
1107;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:05:37.622 -0400;36;13
286;;;2024-09-17 11:43:25.363 -0400;2024-10-14 10:32:47.494 -0400;18;4
1105;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:03:19.292 -0400;34;13
1108;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:10:51.132 -0400;37;13
287;;;2024-09-17 11:43:25.363 -0400;2024-10-14 10:34:05.302 -0400;19;4
1085;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:52:39.962 -0400;17;13
1109;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:11:27.177 -0400;38;13
303;;;2024-09-17 11:43:25.363 -0400;2024-10-14 11:27:59.524 -0400;33;4
1075;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;7;13
1076;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;8;13
1077;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;9;13
1078;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;10;13
1079;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;11;13
1082;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;14;13
1083;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;15;13
1084;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;16;13
1093;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;86;13
1097;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;87;13
1100;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;29;13
1089;;true;2024-10-14 13:56:21.150 -0400;2024-10-23 09:32:20.914 -0400;20;13
1091;;true;2024-10-14 13:56:21.150 -0400;2024-10-23 09:33:52.260 -0400;23;13
1094;;true;2024-10-14 13:56:21.150 -0400;2024-10-23 09:36:32.021 -0400;24;13
1099;;true;2024-10-14 13:56:21.150 -0400;2024-10-23 09:39:24.422 -0400;89;13
1103;;;2024-10-14 13:56:21.150 -0400;2024-10-29 15:19:58.789 -0400;32;13
1114;;true;2024-10-14 13:56:21.150 -0400;2024-10-28 16:33:27.909 -0400;43;13
1104;;;2024-10-14 13:56:21.150 -0400;2024-10-28 16:39:45.622 -0400;33;13
1111;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;40;13
1118;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;47;13
1121;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;50;13
1122;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;51;13
1123;;false;2024-10-14 13:56:21.150 -0400;2024-10-14 13:56:21.150 -0400;52;13
1134;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;62;13
1127;;;2024-10-14 13:56:21.150 -0400;2024-10-17 14:22:46.949 -0400;56;13
1133;;true;2024-10-14 13:56:21.151 -0400;2024-10-17 14:23:48.851 -0400;61;13
1088;;;2024-10-14 13:56:21.150 -0400;2024-10-17 13:56:45.466 -0400;19;13
1096;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 13:57:35.178 -0400;26;13
1136;;true;2024-10-14 13:56:21.151 -0400;2024-10-17 14:26:21.332 -0400;64;13
1116;;;2024-10-14 13:56:21.150 -0400;2024-10-17 14:18:30.476 -0400;45;13
1117;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:18:44.028 -0400;46;13
1119;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:19:37.005 -0400;48;13
1120;;true;2024-10-14 13:56:21.150 -0400;2024-10-17 14:20:56.367 -0400;49;13
1144;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;74;13
1146;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;76;13
1147;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;77;13
1159;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;2;14
1160;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;3;14
1161;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;4;14
1164;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;7;14
1167;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;10;14
1168;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;11;14
1170;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:08.348 -0400;13;14
1195;;;2024-10-15 01:13:08.348 -0400;2024-10-30 21:26:41.694 -0400;35;14
1157;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;96;13
1155;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;94;13
1156;;false;2024-10-14 13:56:21.151 -0400;2024-10-14 13:56:21.151 -0400;95;13
1196;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:29:26.095 -0400;36;14
1197;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:33:54.560 -0400;37;14
1193;;;2024-10-15 01:13:08.348 -0400;2024-10-30 20:58:32.064 -0400;33;14
1200;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:37:08.867 -0400;40;14
1198;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:34:02.381 -0400;38;14
1203;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:40:36.469 -0400;43;14
1202;;false;2024-10-15 01:13:08.348 -0400;2024-10-30 21:38:47.513 -0400;42;14
1206;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:56:27.446 -0400;46;14
1205;;;2024-10-15 01:13:08.348 -0400;2024-10-30 21:55:02.268 -0400;45;14
1209;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:59:33.949 -0400;49;14
1207;;false;2024-10-15 01:13:08.348 -0400;2024-10-30 21:58:28.616 -0400;47;14
1210;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 22:00:28.521 -0400;50;14
1208;;true;2024-10-15 01:13:08.348 -0400;2024-10-30 21:59:26.752 -0400;48;14
1212;;true;2024-10-15 01:13:08.349 -0400;2024-10-30 22:02:17.609 -0400;52;14
1220;;true;2024-10-15 01:13:08.349 -0400;2024-10-30 22:12:08.283 -0400;59;14
1214;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:07:14.554 -0400;91;14
1215;;;2024-10-15 01:13:08.349 -0400;2024-10-30 22:08:43.576 -0400;55;14
1217;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:10:48.090 -0400;57;14
1226;;true;2024-10-15 01:13:08.349 -0400;2024-10-30 22:28:49.438 -0400;65;14
1222;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:18:01.115 -0400;61;14
1225;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:18:26.408 -0400;64;14
1180;;false;2024-10-15 01:13:08.348 -0400;2024-10-31 16:12:40.119 -0400;23;14
1228;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:30:22.767 -0400;68;14
1216;;;2024-10-15 01:13:08.349 -0400;2024-10-31 16:41:03.574 -0400;56;14
1236;;false;2024-10-15 01:13:08.349 -0400;2024-10-15 01:13:08.349 -0400;77;14
1165;;true;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:35.182 -0400;8;14
1158;;false;2024-10-15 01:13:08.348 -0400;2024-10-15 01:13:27.433 -0400;1;14
1166;;true;2024-10-15 01:13:08.348 -0400;2024-10-15 01:24:29.128 -0400;9;14
1248;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 10:10:47.687 -0400;2;15
1150;;true;2024-10-14 13:56:21.151 -0400;2024-10-17 14:35:38.289 -0400;81;13
1257;;false;2024-10-15 08:47:02.273 -0400;2024-10-15 08:47:02.273 -0400;11;15
1264;;false;2024-10-15 08:47:02.273 -0400;2024-10-15 08:47:02.273 -0400;22;15
1280;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;31;15
1289;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;40;15
1296;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;47;15
1299;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;50;15
1311;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;61;15
1312;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;62;15
1318;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;69;15
1324;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 08:47:02.274 -0400;76;15
1328;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 08:47:02.275 -0400;81;15
1322;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 10:27:10.221 -0400;74;15
1301;;false;2024-10-15 08:47:02.274 -0400;2024-10-15 09:20:16.293 -0400;52;15
1303;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 09:26:10.650 -0400;91;15
1283;;true;2024-10-15 08:47:02.274 -0400;2024-10-16 13:15:03.426 -0400;34;15
1325;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 12:37:23.397 -0400;77;15
1259;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 13:29:11.122 -0400;13;15
1309;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 13:26:21.548 -0400;59;15
1260;;true;2024-10-15 08:47:02.273 -0400;2024-10-17 07:12:51.006 -0400;14;15
1287;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 12:58:15.801 -0400;38;15
304;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 09:35:15.728 -0400;34;4
1315;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 10:06:24.659 -0400;65;15
1320;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 10:20:59.964 -0400;71;15
1291;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 13:22:55.614 -0400;42;15
1269;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 09:13:18.112 -0400;23;15
1327;;true;2024-10-15 08:47:02.275 -0400;2024-10-15 11:19:04.518 -0400;80;15
1294;;;2024-10-15 08:47:02.274 -0400;2024-10-15 13:24:25.058 -0400;45;15
1286;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 11:25:08.133 -0400;37;15
1317;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 11:27:31.026 -0400;68;15
1305;;;2024-10-15 08:47:02.274 -0400;2024-10-15 13:25:06.519 -0400;56;15
1247;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 09:50:45.416 -0400;1;15
1275;;true;2024-10-15 08:47:02.274 -0400;2024-10-17 07:21:15.492 -0400;87;15
1267;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 09:11:39.461 -0400;20;15
1249;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 10:14:42.024 -0400;3;15
1319;;true;2024-10-15 08:47:02.274 -0400;2024-10-16 09:15:33.069 -0400;70;15
1250;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 10:15:10.735 -0400;4;15
1265;;;2024-10-15 08:47:02.273 -0400;2024-10-17 07:16:03.388 -0400;18;15
1277;;true;2024-10-15 08:47:02.274 -0400;2024-10-17 07:24:46.663 -0400;89;15
1271;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 11:41:58.494 -0400;86;15
1253;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 10:48:05.086 -0400;7;15
1263;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 11:26:57.898 -0400;17;15
1278;;true;2024-10-15 08:47:02.274 -0400;2024-10-17 07:25:32.758 -0400;29;15
1254;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 12:02:29.405 -0400;8;15
1255;;true;2024-10-15 08:47:02.273 -0400;2024-10-16 12:58:04.729 -0400;9;15
1284;;;2024-10-15 08:47:02.274 -0400;2024-10-16 13:15:32.535 -0400;35;15
1281;;;2024-10-15 08:47:02.274 -0400;2024-10-16 13:14:43.750 -0400;32;15
1231;;true;2024-10-15 01:13:08.349 -0400;2024-10-31 10:11:55.813 -0400;71;14
1335;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 08:47:02.275 -0400;96;15
1245;;false;2024-10-15 01:13:08.349 -0400;2024-10-15 01:13:08.349 -0400;95;14
1333;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 08:47:02.275 -0400;94;15
1244;;false;2024-10-15 01:13:08.349 -0400;2024-10-15 01:13:08.349 -0400;94;14
1332;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 08:47:02.275 -0400;93;15
1246;;false;2024-10-15 01:13:08.349 -0400;2024-10-15 01:13:08.349 -0400;96;14
1334;;false;2024-10-15 08:47:02.275 -0400;2024-10-15 08:47:02.275 -0400;95;15
1295;;true;2024-10-15 08:47:02.274 -0400;2024-10-23 10:15:35.388 -0400;46;15
1272;;false;2024-10-15 08:47:02.273 -0400;2024-10-23 09:52:46.286 -0400;24;15
1297;;true;2024-10-15 08:47:02.274 -0400;2024-10-23 10:15:56.720 -0400;48;15
1298;;true;2024-10-15 08:47:02.274 -0400;2024-10-23 10:16:38.556 -0400;49;15
1300;;true;2024-10-15 08:47:02.274 -0400;2024-10-23 10:19:04.460 -0400;51;15
1306;;true;2024-10-15 08:47:02.274 -0400;2024-10-25 11:30:56.699 -0400;57;15
1282;;;2024-10-15 08:47:02.274 -0400;2024-10-25 11:05:36.512 -0400;33;15
1262;;true;2024-10-15 08:47:02.273 -0400;2024-10-25 10:23:39.533 -0400;16;15
1380;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;42;16
1292;;false;2024-10-15 08:47:02.274 -0400;2024-10-25 11:18:53.869 -0400;43;15
1304;;;2024-10-15 08:47:02.274 -0400;2024-10-25 11:22:42.171 -0400;55;15
1331;;true;2024-10-15 08:47:02.275 -0400;2024-10-29 10:30:40.667 -0400;92;15
1330;;;2024-10-15 08:47:02.275 -0400;2024-10-29 10:26:28.803 -0400;83;15
1141;;true;2024-10-14 13:56:21.151 -0400;2024-10-29 13:35:00.356 -0400;70;13
1145;;;2024-10-14 13:56:21.151 -0400;2024-10-29 15:27:31.514 -0400;75;13
1229;;false;2024-10-15 01:13:08.349 -0400;2024-10-30 22:30:25.342 -0400;69;14
1230;;false;2024-10-15 01:13:08.349 -0400;2024-10-31 13:47:04.249 -0400;70;14
1233;;true;2024-10-15 01:13:08.349 -0400;2024-10-31 10:49:02.360 -0400;74;14
1238;;true;2024-10-15 01:13:08.349 -0400;2024-10-31 11:18:55.630 -0400;80;14
1234;;;2024-10-15 01:13:08.349 -0400;2024-10-31 11:12:37.173 -0400;75;14
1235;;false;2024-10-15 01:13:08.349 -0400;2024-10-31 11:16:53.339 -0400;76;14
1242;;true;2024-10-15 01:13:08.349 -0400;2024-11-01 12:13:57.814 -0400;92;14
1239;;false;2024-10-15 01:13:08.349 -0400;2024-10-31 11:49:39.558 -0400;81;14
1241;;;2024-10-15 01:13:08.349 -0400;2024-10-31 20:56:50.468 -0400;83;14
1285;;true;2024-10-15 08:47:02.274 -0400;2024-10-16 13:16:25.220 -0400;36;15
1323;;;2024-10-15 08:47:02.274 -0400;2024-10-17 07:36:43.276 -0400;75;15
1261;;true;2024-10-15 08:47:02.273 -0400;2024-10-18 09:53:31.179 -0400;15;15
1266;;;2024-10-15 08:47:02.273 -0400;2024-10-17 07:16:26.098 -0400;19;15
1274;;true;2024-10-15 08:47:02.274 -0400;2024-10-17 07:21:11.180 -0400;26;15
1364;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;87;16
305;;;2024-09-17 11:43:25.363 -0400;2024-10-15 09:36:04.491 -0400;35;4
1314;;true;2024-10-15 08:47:02.274 -0400;2024-10-15 09:37:52.289 -0400;64;15
310;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 09:50:06.060 -0400;40;4
1367;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;29;16
1369;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;31;16
1378;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;40;16
1381;;false;2024-10-21 06:37:22.390 -0400;2024-10-21 06:37:22.390 -0400;43;16
1390;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;52;16
1401;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;62;16
1404;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;65;16
1407;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;69;16
1408;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;70;16
1413;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;76;16
1414;;false;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;77;16
1374;;true;2024-10-21 06:37:22.390 -0400;2024-10-21 11:15:19.350 -0400;36;16
1370;;;2024-10-21 06:37:22.390 -0400;2024-10-21 11:14:14.377 -0400;32;16
1373;;;2024-10-21 06:37:22.390 -0400;2024-10-21 11:15:16.148 -0400;35;16
1375;;true;2024-10-21 06:37:22.390 -0400;2024-10-21 11:15:28.876 -0400;37;16
1376;;true;2024-10-21 06:37:22.390 -0400;2024-10-21 11:15:35.069 -0400;38;16
1402;"81,61 % (182/223)";;2024-10-21 06:37:22.391 -0400;2024-10-22 11:19:24.322 -0400;63;16
1383;;;2024-10-21 06:37:22.391 -0400;2024-10-21 11:16:39.594 -0400;45;16
1385;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:17:59.677 -0400;47;16
1386;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:18:08.029 -0400;48;16
1387;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:18:39.806 -0400;49;16
1388;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:18:43.996 -0400;50;16
1389;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:18:57.833 -0400;51;16
1392;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:20:12.571 -0400;91;16
1395;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:21:26.275 -0400;57;16
1393;;;2024-10-21 06:37:22.391 -0400;2024-10-22 08:16:11.236 -0400;55;16
1398;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:22:19.931 -0400;59;16
1403;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:23:03.707 -0400;64;16
1406;;true;2024-10-21 06:37:22.391 -0400;2024-10-22 08:46:11.576 -0400;68;16
1409;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:25:04.325 -0400;71;16
1411;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:25:15.735 -0400;74;16
1384;;false;2024-10-21 06:37:22.391 -0400;2024-10-22 08:09:36.072 -0400;46;16
1394;;;2024-10-21 06:37:22.391 -0400;2024-10-22 08:51:15.317 -0400;56;16
1420;;;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;92;16
1421;;;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;93;16
1422;;;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;94;16
1423;;;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;95;16
1424;;;2024-10-21 06:37:22.391 -0400;2024-10-21 06:37:22.391 -0400;96;16
1416;;true;2024-10-21 06:37:22.391 -0400;2024-10-21 11:25:52.814 -0400;80;16
1526;;true;2024-10-22 08:31:40.890 -0400;2024-10-22 09:03:24.651 -0400;13;18
1419;;;2024-10-21 06:37:22.391 -0400;2024-10-21 11:26:23.341 -0400;83;16
1496;;false;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;69;17
1502;;false;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;76;17
1503;;false;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;77;17
1509;;;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;92;17
1510;;;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;93;17
1511;;;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;94;17
1512;;;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;95;17
1513;;;2024-10-21 16:28:18.696 -0400;2024-10-21 16:28:18.696 -0400;96;17
1417;;false;2024-10-21 06:37:22.391 -0400;2024-10-22 07:31:01.028 -0400;81;16
1524;;false;2024-10-22 08:31:40.890 -0400;2024-10-22 08:31:40.890 -0400;11;18
1527;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;14;18
1528;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;15;18
1529;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;16;18
1530;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;17;18
1531;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;22;18
1534;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;20;18
1536;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;23;18
1538;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;86;18
1539;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;24;18
1542;;false;2024-10-22 08:31:40.891 -0400;2024-10-22 08:31:40.891 -0400;87;18
1489;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 07:58:48.949 -0400;61;17
1371;;;2024-10-21 06:37:22.390 -0400;2024-10-23 10:13:11.832 -0400;33;16
1490;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 07:59:03.439 -0400;62;17
1491;"88%";;2024-10-21 16:28:18.696 -0400;2024-10-24 08:03:17.169 -0400;63;17
1497;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 14:27:12.914 -0400;70;17
1492;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 08:04:38.089 -0400;64;17
820;;;2024-09-25 08:34:10.277 -0400;2024-10-24 14:15:46.730 -0400;18;10
1493;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 14:22:50.144 -0400;65;17
1498;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 14:46:16.705 -0400;71;17
1500;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 14:46:41.354 -0400;74;17
1506;;false;2024-10-21 16:28:18.696 -0400;2024-10-24 14:55:43.996 -0400;81;17
1501;;;2024-10-21 16:28:18.696 -0400;2024-10-24 14:46:55.949 -0400;75;17
1505;;true;2024-10-21 16:28:18.696 -0400;2024-10-24 14:47:51.720 -0400;80;17
1508;;;2024-10-21 16:28:18.696 -0400;2024-10-24 14:50:19.201 -0400;83;17
447;;false;2024-09-17 13:17:42.038 -0400;2024-09-17 13:17:42.038 -0400;2;6
536;;false;2024-09-18 09:24:22.570 -0400;2024-09-18 09:24:22.570 -0400;2;7
270;;false;2024-09-17 11:43:25.362 -0400;2024-09-17 11:43:25.362 -0400;3;4
448;;false;2024-09-17 13:17:42.038 -0400;2024-09-17 13:17:42.038 -0400;3;6
261;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 11:40:12.675 -0400;82;3
183;;false;2024-09-17 11:40:12.674 -0400;2024-10-23 13:50:44.727 -0400;5;3
184;;false;2024-09-17 11:40:12.674 -0400;2024-10-23 14:14:41.601 -0400;6;3
200;;false;2024-09-17 11:40:12.674 -0400;2024-10-24 15:35:08.433 -0400;21;3
222;Assistente social;false;2024-09-17 11:40:12.675 -0400;2024-10-25 14:35:30.076 -0400;41;3
202;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 13:27:42.028 -0400;85;3
442;"O Estado possui a Lei 11.147/2020 que define a obrigatoriedade de Notificação Compulsória dos eventos de violência de
interesse do Sistema Único de Saúde-SUS à autoridade sanitária estadual, por todos os profissionais dos serviços de saúde, instituição de ensino e assistência social, de caráter público, privado ou filantrópico, em todo o território do Estado do Espírito Santo. O Conselho Tutelar foi inserido na listagem de instituições com obrigatoriedade de notificação compulsória.";false;2024-09-17 13:14:21.636 -0400;2024-10-25 17:23:40.290 -0400;93;5
